Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Variant SKU,Variant Price,Variant Inventory Qty,Image Src,nombre_zh,descripcion_zh,categoria,categoria_es,Canal,notas
crema-antiarrugas-reafirmante-ponds-100g-piel-tersa,Crema antiarrugas / reafirmante Ponds 100g piel tersa,"Crema antiarrugas / reafirmante Ponds 100g piel tersa

📦 Características:
• 100g
• Antiarrugas
• Reafirma la piel

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB1605937A,225.00,10,VB1605937A.jpg,旁氏抗皱霜,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 225，请在审核台确认
juego-de-cerradura-candado-puerta-bronce-3-llaves,Juego de cerradura / candado puerta bronce 3 llaves,"Juego de cerradura / candado puerta bronce 3 llaves

📦 Características:
• compatible con puertas de 30-45mm de grosor
• Incluye 3 llaves
• Color cobre
• Durabilidad de 200,000 ciclos
• Fácil de instalar

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB163649FB,350.00,10,VB163649FB.jpg,门锁套装,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 350，请在审核台确认
abrillantador-limpiador-de-gomas-650ml,Abrillantador / limpiador de gomas 650mL,"Abrillantador / limpiador de gomas 650mL

📦 Características:
• Capacidad 650mL
• limpieza y brillo de neumáticos

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB1639FFC3,50.00,10,VB1639FFC3.jpg,轮胎光亮剂,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 50，请在审核台确认
cera-depilatoria-en-granos-300g-blanca-cuerpo-rostro-axilas-,Cera depilatoria en granos 300g blanca cuerpo/rostro/axilas/bikini,"Cera depilatoria en granos 300g blanca cuerpo/rostro/axilas/bikini

📦 Características:
• 300g
• Blanco
• Para rostro, cuerpo, axilas y línea del bikini

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB167AE79A,220.00,10,VB167AE79A.jpg,硬蜡豆,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 220，请在审核台确认
tiras-pl-sticas-abrazaderas-nylon-verdes-3x100mm-100-unidade,Tiras plásticas / abrazaderas nylon verdes 3x100mm 100 unidades,"Tiras plásticas / abrazaderas nylon verdes 3x100mm 100 unidades

📦 Características:
• Tamaño 3x100mm
• Color verde
• Cantidad 100 unidades

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB16D74B19,50.00,10,VB16D74B19.jpg,尼龙扎带,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 50，请在审核台确认
aro-de-luz-l-mpara-led-rosada-1-unidad-con-clip,Aro de luz / lámpara LED rosada 1 unidad con clip,"Aro de luz / lámpara LED rosada 1 unidad con clip

📦 Características:
• 1 unidad
• Rosado
• multifuncional
• Tipo clip

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Electrónicos y Tecnología,电子数码,TRUE,VB16F1B5FA,215.00,10,VB16F1B5FA.jpg,手机补光灯,,电子数码,Electrónicos y Tecnología,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 215，请在审核台确认 | 价格经二次OCR修正：215 → RD$ 175
set-de-boquillas-rociadores-de-manguera-1-2-5-funciones,"Set de boquillas / rociadores de manguera 1/2"" 5 funciones","Set de boquillas / rociadores de manguera 1/2"" 5 funciones

📦 Características:
• 1/2 pulgada
• Color naranja
• 5 funciones

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB173BD40F,195.00,10,VB173BD40F.jpg,喷嘴套装,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 195，请在审核台确认
crema-para-manchas-blancas-vit-ligo-20g-r-pida-acci-n,Crema para manchas blancas / vitíligo 20g rápida acción,"Crema para manchas blancas / vitíligo 20g rápida acción

📦 Características:
• reparación profunda
• Acción rápida
• 20g

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB17A8F7AD,120.00,10,VB17A8F7AD.jpg,白癜风修复霜,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 120，请在审核台确认
clamp-sujetacable-abrazadera-para-cables-1-2-blanca,"Clamp / sujetacable / abrazadera para cables 1/2"" blanca","Clamp / sujetacable / abrazadera para cables 1/2"" blanca

📦 Características:
• Tamaño: 1/2 pulgada (12mm)
• Color: blanco

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB1881F4AF,55.00,10,VB1881F4AF.jpg,电缆固定夹,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 55，请在审核台确认
crema-de-c-rcuma-jengibre-org-nica-para-manchas-y-aclarar,Crema de cúrcuma / jengibre orgánica para manchas y aclarar,"Crema de cúrcuma / jengibre orgánica para manchas y aclarar

📦 Características:
• Blanqueador
• Mejora el tono apagado
• Reduce la pigmentación
• 100% orgánico

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB18A2E221,165.00,10,VB18A2E221.jpg,姜黄面霜,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 165，请在审核台确认
crema-hidratante-vitamina-c-cido-hialur-nico-antiarrugas,Crema hidratante vitamina C / ácido hialurónico antiarrugas,"Crema hidratante vitamina C / ácido hialurónico antiarrugas

📦 Características:
• Vitamina C
• Ácido hialurónico transparente
• hidratación y reparación
• Antiarrugas y reafirmante
• Repara la barrera cutánea

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB18F4F74F,160.00,10,VB18F4F74F.jpg,维C保湿乳,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 160，请在审核台确认
pestillo-cerrojo-tranca-de-puerta-6-acero-inoxidable,"Pestillo / cerrojo / tranca de puerta 6"" acero inoxidable","Pestillo / cerrojo / tranca de puerta 6"" acero inoxidable

📦 Características:
• 6 pulgadas
• material de acero inoxidable

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB1912107E,115.00,10,VB1912107E.jpg,门栓锁,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 115，请在审核台确认
ducha-regadera-negra-con-manguera-y-cabezal-ajustable,Ducha / regadera negra con manguera y cabezal ajustable,"Ducha / regadera negra con manguera y cabezal ajustable

📦 Características:
• Negro
• Con manguera
• spray multifuncional

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Baño y Sanitarios,浴室卫浴,TRUE,VB192D1CB8,315.00,10,VB192D1CB8.jpg,花洒喷头,,浴室卫浴,Baño y Sanitarios,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 315，请在审核台确认
juego-de-llaves-allen-hexagonales-cr-v-9-piezas-t10-t50,Juego de llaves Allen / hexagonales CR-V 9 piezas T10-T50,"Juego de llaves Allen / hexagonales CR-V 9 piezas T10-T50

📦 Características:
• Juego de 9 piezas
• Material CR-V
• especificación T10-T50

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB193338F0,100.00,10,VB193338F0.jpg,内六角扳手套装,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 100，请在审核台确认
toma-corriente-con-bloqueo-infantil-y-soporte-alta-potencia,Toma corriente con bloqueo infantil y soporte alta potencia,"Toma corriente con bloqueo infantil y soporte alta potencia

📦 Características:
• Bloqueo infantil
• Soporte de alta potencia

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB19758CD3,100.00,10,VB19758CD3.jpg,开关插座,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 100，请在审核台确认
probador-de-corriente-tester-el-ctrico-con-pinzas-para-carro,Probador de corriente / Tester eléctrico con pinzas para carros,"Probador de corriente / Tester eléctrico con pinzas para carros

📦 Características:
• Con pinza de cocodrilo
• Mango transparente
• Para detección de circuitos de autos

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB19FD1032,180.00,10,VB19FD1032.jpg,汽车电路测试仪,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 180，请在审核台确认
spray-de-fragancia-250ml-con-dise-o-rosado-elegante-y-durade,Spray de fragancia 250ml con diseño rosado elegante y duradero,"Spray de fragancia 250ml con diseño rosado elegante y duradero

📦 Características:
• 250ml
• Empaque rosado
• Spray aromático

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB1A214E79,290.00,10,VB1A214E79.jpg,穆斯夫香氛喷雾,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",
letrero-de-empujar-empuje-madera-redondo-con-cuerda,Letrero de empujar / empuje madera redondo con cuerda,"Letrero de empujar / empuje madera redondo con cuerda

📦 Características:
• De madera
• redondo
• Cordón

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Decoración del Hogar,家居装饰,TRUE,VB1ABE93C3,160.00,10,VB1ABE93C3.jpg,推门标牌,,家居装饰,Decoración del Hogar,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 160，请在审核台确认
mini-abanico-ventilador-usb-recargable-port-til-de-mesa,Mini abanico / ventilador USB recargable portátil de mesa,"Mini abanico / ventilador USB recargable portátil de mesa

📦 Características:
• carga USB
• Portátil
• Uso en escritorio

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Electrónicos y Tecnología,电子数码,TRUE,VB1B1E6EA0,235.00,10,VB1B1E6EA0.jpg,迷你风扇,,电子数码,Electrónicos y Tecnología,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 235，请在审核台确认
revista-decorativa-estilo-viaje,Revista decorativa estilo viaje,"Revista de viaje 1 unidad / diseño plantas / en inglés

📦 Características:
• un libro
• Portada de plantas
• Contenido en inglés

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Decoración del Hogar,家居装饰,TRUE,VB1B23CDBB,130.00,10,VB1B23CDBB.jpg,旅行风格杂志假书,,家居装饰,Decoración del Hogar,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 130，请在审核台确认
paleta-9-colores-tierra-tono-nude-tapa-clara-nueva,"Paleta 9 colores tierra tono nude, tapa clara, nueva","Paleta 9 colores tierra tono nude, tapa clara, nueva

📦 Características:
• 9 colores de sombras
• Tonos tierra
• Carcasa transparente

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB1B42C1B3,120.00,10,VB1B42C1B3.jpg,一鹿有你眼影盘,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace","品名由豆包识图生成 conf=0.80，卖点:['9色眼影', '大地色系', '透明外壳']"
panel-el-ctrico-de-3-enchufes-con-protecci-n-infantil-y-alta,Panel eléctrico de 3 enchufes con protección infantil y alta potencia,"Panel eléctrico de 3 enchufes con protección infantil y alta potencia

📦 Características:
• tres agujeros
• Cerradura de seguridad infantil
• Soporte de alta potencia

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB1B8764B1,550.00,10,VB1B8764B1.jpg,插座面板,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 6，请在审核台确认
cuadro-decorativo-madera-negra-con-cuerda-para-colgar,Cuadro decorativo madera negra con cuerda para colgar,"Cuadro decorativo madera negra con cuerda para colgar

📦 Características:
• Borde de madera
• Fondo negro
• Con colgante de cuerda

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Decoración del Hogar,家居装饰,TRUE,VB1C855E1F,190.00,10,VB1C855E1F.jpg,家居装饰挂件,,家居装饰,Decoración del Hogar,"Shopify,Facebook Marketplace",⚠ 价格疑似识别有误（199.0），已自动修正为 RD$ 1990 | 价格由 AI 从图片识别：RD$ 1990，请在审核台确认
cinta-el-ctrica-cinta-aislante-verde-17m-0-13mm,Cinta eléctrica / cinta aislante verde 17m 0.13mm,"Cinta eléctrica / cinta aislante verde 17m 0.13mm

📦 Características:
• 0.13mm grosor
• 17 metros de longitud
• Verde
• Aislamiento eléctrico

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB1C866A28,40.00,10,VB1C866A28.jpg,电工绝缘胶带,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 40，请在审核台确认
base-de-l-mpara-cer-mica-114-3mm-f-cil-de-instalar-y-resiste,"Base de lámpara cerámica 114.3mm, fácil de instalar y resistente al fu","Base de lámpara cerámica 114.3mm, fácil de instalar y resistente al fu

📦 Características:
• 114.3mm diámetro
• Fácil de instalar
• Carcasa resistente al fuego

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Decoración del Hogar,家居装饰,TRUE,VB1C934582,70.00,10,VB1C934582.jpg,陶瓷灯座,,家居装饰,Decoración del Hogar,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 70，请在审核台确认
palitos-de-madera-para-u-as-removedor-doble-punta,Palitos de madera para uñas / removedor doble punta,"Palitos de madera para uñas / removedor doble punta

📦 Características:
• De madera
• Diseño de doble cabezal

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB1C997FE1,50.00,10,VB1C997FE1.jpg,木质修甲棒,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 50，请在审核台确认
maquillaje-color-style-paleta-ojazos-cartoon,Maquillaje Color Style paleta ojazos cartoon🥰,"Maquillaje Color Style paleta ojazos cartoon🥰

📦 Características:
• Empaque de caricatura
• sombras de ojos multicolor

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB1CD652CE,95.00,10,VB1CD652CE.jpg,COLOR STYLE彩妆盘,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace","品名由豆包识图生成 conf=0.80，卖点:['可爱卡通包装', '多色眼影']"
set-de-manicura-corta-as-tijeras-de-u-as-met-lico,Set de manicura / cortaúñas / tijeras de uñas metálico,"Set de manicura / cortaúñas / tijeras de uñas metálico

📦 Características:
• Incluye alicate para uñas
• Incluye cortaúñas
• material metálico

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB1CDDF05A,130.00,10,VB1CDDF05A.jpg,指甲修剪套装,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 125，请在审核台确认
cargador-adaptador-con-cable-usb-1-unidad,Cargador / adaptador con cable USB 1 unidad,"Cargador / adaptador con cable USB 1 unidad

📦 Características:
• 1 cabezal de carga
• 1 cable de carga

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Electrónicos y Tecnología,电子数码,TRUE,VB1D27B767,265.00,10,VB1D27B767.jpg,充电器套装,,电子数码,Electrónicos y Tecnología,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 265，请在审核台确认
disco-de-sierra-hoja-circular-tct-alta-calidad,Disco de sierra / hoja circular TCT alta calidad,"Disco de sierra / hoja circular TCT alta calidad

📦 Características:
• material TCT
• redondo
• Certificación de alta calidad

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB1D3C5052,125.00,10,VB1D3C5052.jpg,锯片,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 125，请在审核台确认
letrero-para-ba-o-de-hombres-se-al-de-ba-o-20x30cm-pvc,Letrero para baño de hombres / señal de baño 20x30cm PVC,"Letrero para baño de hombres / señal de baño 20x30cm PVC

📦 Características:
• 20x30cm
• material PVC
• Parte trasera con adhesivo

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Baño y Sanitarios,浴室卫浴,TRUE,VB1D93FEBD,70.00,10,VB1D93FEBD.jpg,男士洗手间标牌,,浴室卫浴,Baño y Sanitarios,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 70，请在审核台确认
cinta-m-gica-adhesiva-reutilizable-y-lavable,Cinta mágica / adhesiva reutilizable y lavable,"Cinta mágica / adhesiva reutilizable y lavable

📦 Características:
• Reutilizable
• Removible
• Lavable

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB1D9B4E7C,110.00,10,VB1D9B4E7C.jpg,多功能胶带,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 110，请在审核台确认
bloqueador-solar-protector-solar-spf75-150ml-coco-y-girasol,Bloqueador solar / protector solar SPF75 150ml coco y girasol,"Bloqueador solar / protector solar SPF75 150ml coco y girasol

📦 Características:
• SPF75
• Protección antioxidante
• 150ml
• Con vitamina B5, aceite de girasol y aceite de coco

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB1DA1A31B,195.00,10,VB1DA1A31B.jpg,防晒油,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 195，请在审核台确认
mini-m-quina-de-donuts-donas-1200w-6-unidades,Mini máquina de donuts / donas 1200W 6 unidades,"Mini máquina de donuts / donas 1200W 6 unidades

📦 Características:
• 1200W
• 6 donuts

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Cocina y Hogar,厨房家居,TRUE,VB1E0B2154,720.00,10,VB1E0B2154.jpg,迷你甜甜圈机,,厨房家居,Cocina y Hogar,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 720，请在审核台确认
rastrillo-herramienta-para-desyerbar-saca-hierba-verde,Rastrillo / herramienta para desyerbar / saca hierba verde,"Rastrillo / herramienta para desyerbar / saca hierba verde

📦 Características:
• Barra metálica negra
• Mango verde
• Función para cortar hierba

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB1EA25556,145.00,10,VB1EA25556.jpg,园艺除草器,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 145，请在审核台确认
espejo-redondo-20cm-material-de-mimbre-rat-n,Espejo redondo 20cm material de mimbre / ratán,"Espejo redondo 20cm material de mimbre / ratán

📦 Características:
• Material de mimbre
• redondo
• Diámetro aprox. 20cm

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Decoración del Hogar,家居装饰,TRUE,VB1EC0EAC9,405.00,10,VB1EC0EAC9.jpg,藤编镜子,,家居装饰,Decoración del Hogar,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 405，请在审核台确认
separadores-de-cer-mica-pisos-2-5mm-100-unidades-blancos,Separadores de cerámica / pisos 2.5mm 100 unidades blancos,"Separadores de cerámica / pisos 2.5mm 100 unidades blancos

📦 Características:
• 2.5mm espacio
• 100 unidades
• Material de plástico blanco

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB1F71FD38,25.00,10,VB1F71FD38.jpg,瓷砖间隔器,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",⚠ 图片可能拍反，价格从旋转图中识别 | 价格由 AI 从图片识别：RD$ 25，请在审核台确认
removedor-de-callos-el-ctrico-lima-el-ctrica-recargable,Removedor de callos eléctrico / lima eléctrica recargable,"Removedor de callos eléctrico / lima eléctrica recargable

📦 Características:
• Doble cabezal de rodillo
• Luz integrada
• Ajuste de doble velocidad
• Batería de litio recargable

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB1FD8970B,285.00,10,VB1FD8970B.jpg,电动去角质器,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 285，请在审核台确认
humidificador-ultras-nico-difusor-200ml-madera-luz-nocturna,Humidificador ultrasónico / difusor 200ml madera luz nocturna,"Humidificador ultrasónico / difusor 200ml madera luz nocturna

📦 Características:
• 200ml
• Luz nocturna
• Spray silencioso
• Material con vetas de madera

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Decoración del Hogar,家居装饰,TRUE,VB2039229D,250.00,10,VB2039229D.jpg,超声波加湿器,,家居装饰,Decoración del Hogar,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 250，请在审核台确认
gel-de-ba-o-jab-n-l-quido-750ml-aloe-y-aceite-de-oliva,Gel de baño / Jabón líquido 750ml aloe y aceite de oliva,"Gel de baño / Jabón líquido 750ml aloe y aceite de oliva

📦 Características:
• 750ml
• Efecto hidratante
• Con aloe vera y aceite de oliva

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB20B21BBA,175.00,10,VB20B21BBA.jpg,芦荟橄榄沐浴露,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 175，请在审核台确认
bomba-de-agua-usb-recargable-el-ctrica,Bomba de agua USB recargable / eléctrica,"Bomba de agua USB recargable / eléctrica

📦 Características:
• carga USB
• botón único
• Recargable

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Cocina y Hogar,厨房家居,TRUE,VB20C196F5,265.00,10,VB20C196F5.jpg,USB水泵,,厨房家居,Cocina y Hogar,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 265，请在审核台确认
sanduchera-m-quina-de-s-ndwich-900w,Sanduchera / máquina de sándwich 900W,"Sanduchera / máquina de sándwich 900W

📦 Características:
• 900W

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Cocina y Hogar,厨房家居,TRUE,VB20D24F93,1785.00,10,VB20D24F93.jpg,三明治机,,厨房家居,Cocina y Hogar,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 175，请在审核台确认 | 价格经二次OCR修正：175 → RD$ 1785
cable-micro-usb-2m-cargador-r-pido-2-1a,Cable Micro USB 2m / cargador rápido 2.1A,"Cable Micro USB 2m / cargador rápido 2.1A

📦 Características:
• 2M
• 2.1A
• Carga rápida

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Electrónicos y Tecnología,电子数码,TRUE,VB211CCF47,140.00,10,VB211CCF47.jpg,Micro USB线,,电子数码,Electrónicos y Tecnología,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 140，请在审核台确认
afeitadora-desechable-rasuradora-doble-filo-fija,Afeitadora desechable / rasuradora doble filo fija,"Afeitadora desechable / rasuradora doble filo fija

📦 Características:
• Doble filo
• desechable
• fijo

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB213488D4,50.00,10,VB213488D4.jpg,双刃剃须刀,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",⚠ 价格疑似识别有误（5.0），已自动修正为 RD$ 50 | 价格由 AI 从图片识别：RD$ 50，请在审核台确认
crema-blanqueadora-r-pida-para-aclarar-piel-3-d-as,Crema blanqueadora rápida / para aclarar piel 3 días,"Crema blanqueadora rápida / para aclarar piel 3 días

📦 Características:
• Blanqueamiento rápido
• Colágeno
• ingredientes de leche
• Resultados en 3 días

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB214F1056,150.00,10,VB214F1056.jpg,美白面霜,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 150，请在审核台确认
